age,location,ethnicity,occupation,status,description,scam,age_group,country
34,"Cagayan de Oro, Misamis Oriental, Philippines",asian,self-employed,single,"I?€?m an ISFJ according to Myer-Briggs test. A PS4 enthusiast, I love to play my console when I am stressed out and would love to relax. I prefer games with female protagonist or action/adventure games such as God of War, Uncharted series, Horizon Zero Dawn, Tomb Raider series, Spiderman, etc. I am also a huge fan of Game of Thrones (I?€?ve watched it 6 times already from seasons 1-7). I love music, I don?€?t have a specific genre it really depends on my mood. I also love to solo travel every year on my birthday. I am a Thalassophile, I love the beach and the relaxing sound of the waves. I am fond of reading fiction novels especially romance and mystery. I am a hopeless romantic as well. Lastly, I am a self confessed introvert, I?€?d prefer to stay at home rather than stroll around the mall.",0,31-40,Philippines
27,"Envigado, Antioquia, Colombia",hispanic,teacher,single,"Hello, I am studying to be a primary school teacher, I am looking for a paisa mountaineer!",0,21-30,Colombia
38,"Cuernavaca, Mor., M??xico",white,other,single,"Lover of spontaneity, free of creed and ties, everything ahead.",0,31-40,Mexico
50,"Regina, Saskatchewan, Canada",white,engineering,widowed,Im klein peter I from Regina Saskatchewan Canada I m widower i work with pacer corporation company i will love to have my soulmate here someone i can give my life too,1,51-60,Canada
48,"Brussels, Belgium",white,finance,single,Hi I'm from Ireland and I'm in Brussels for a couple of days and I'm looking for someone to share some drinks and laughs with x,0,41-50,Belgium
41,"Spirit Lake, Iowa, or New Jersey, United States",white,contractor,single,"It is difficult for me to describe myself in a sense because what one thinks of themself isn?€?t necessarily how others preceive you. I consider myself outgoing, but I am shy sometimes until I get to know you. I am honest, loving, affectionate, can be very spontaneous, fun to be around and have a great sense of humor. I am an avid sports fan. I would be your best side kick at a sporting event. I am fairly independent. I can even change my own oil and a flat tire if I have to. My favorite time of the year is the summer time because I love the lake, beach, and most anything in the sun. Of course the mountains are beautiful and enjoying the thin air and beautiful country really makes me feel good as well. I am looking for someone that has an outgoing personality and knows how to laugh",1,41-50,United States
30,"Lima, Per??",hispanic,engineering,single,"I don't care about your age or what you look like or your fickle emotions, but it's what you think and feel.",0,31-40,Peru
27,"Canada, United States",white,other,single,"I?€?m a kind and caring woman, I am good and I like children
I need a man who is ready for serious relationship",1,21-30,United States
35,"Florencia, Caquet??, Colombia",mixed,technology,single,"I am charismatic, happy, I like to dance, swim, walk, run, sociable, thoughtful, affectionate, I am a human being with virtues and defects.",0,31-40,Colombia
31,"Banks, Arizona, United Kingdom",white,artist,divorced,i am single never married and hoping to make new friend and so how it goes hoping to meet my soulmate that will make me understand what love is,1,31-40,United Kingdom
43,"Quer??taro, M??xico",hispanic,other,single,I love nature and enjoy life and know and I am respectful and romantic adventurer and a little bit of sport,0,41-50,Mexico
62,"Berea, KY, USA",white,other,divorced,im a crazy funny gal but in a good way i am loving and generous i am no stranger to anyone i love people i love to karaoke i love tattoos i have 31 of them and i am an awesome cook,0,61-70,United States
55,"Los Angeles, California, United States",white,other,single,"here is a little about me and what I have been told about myself?€?I love restaurant,camping, snuggling by a campfire & making love under the stars,or in the confines of a cost tent setting Either way,, its a very sensual way to spend a great weekend,my other interest include swimming, reading novels,writing poems,cooking, movies, riding, boating & fishing in the Gulf. I like the simple things in life.must important is being true to who you are & not being afraid to show it. I value Humanitarian works and charity and this is the reason why I have dedicated myself into here.I have a strong faith in God and would want someone with the same believe.Someone that can be a comfort to me & wouldn?€?t be afraid to learn from each-other for the same reason of life . Honesty is very important.",1,51-60,United States
25,"Palmira, Valle del Cauca, Colombia",hispanic,other,single,Trans,0,21-30,Colombia
51,Girne,white,architect,single,"Hi
My name is selcuk. am 44. I live in Girne/Cyprus
Am come from Turkey/??stanbul",0,51-60,Girne
27,"Maracay, Aragua, Venezuela",white,housewife,single,"tall brunette beautiful beautiful friendly willing to look for the man who loves and adores me, I love that they make me aware",0,21-30,Venezuela
38,"Guadalajara, Espa??a",hispanic,medical,single,"I am a Venezuelan girl, living in Spain for 4 years, spontaneous, affectionate, passionate, with a sense of humor, professional without vices and I am looking for a life partner with common goals and tastes, professional, affectionate, intelligent, enterprising, humorous, with a sense of humor and if you don't know how to dance I'll teach you!!!",0,31-40,Spain
60,"Las Cruces, NM, USA",white,disabled,single,"old fashion, explorer",0,61-70,United States
35,"Texas, United States",white,carer,divorced,"I come from a happy family. Good education and hard work make me a cheerful and confident woman. I?€?m not young playful girl. At my age, I?€?m mature, sincere and honest woman. I desire a good life partner to love each other, care each other and always support each other! Do you want me, Honey?",1,31-40,United States
29,"Prague, Czechia",white,medical,single,"I enjoy spending time family and friends, listening to live music on a patio in the summer. Play to football. I like to try new places and see what our big town had to offer. At home I enjoy gardening and trying new recipes. I love Sunday dinner with my family. Its the best part of my week.",0,21-30,Czechia
41,"Concepci??n, B??o B??o Region, Chile",hispanic,finance,divorced,"I like to laugh, travel, movies, go out to eat and play sports",0,41-50,Chile
50,"Cambridge, Ohio, United States",native american,military,widowed,"I think I am an open person, honest, if I think something I say it. I never do something behind a person?€?s back, for me it is important. I am calm, lovely, I like love and to be loved, and communication.I enjoy so many things like aerobics, hiking, skiing, walking, candlelit dinners, gardening, reading, psychology, travelling, movies, theatres and concerts, restaurants, art galleries and exhibitions. I like to experience new things but also like to spend time with my family, play with my pet and decorate house.",1,51-60,United States
59,"Newark, NJ, USA",hispanic,other,divorced,I am an honest and hard-working man without vices,0,51-60,United States
