gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent
female,65 y.o.,"Wheatland, CA 95692, USA",divorced,Bev55,white,Retired,I am SLE survivor. Love life to the fullest everyday,from 58 to 62,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,45 y.o.,"Perth WA, Australia",divorced,justins23,white,-,"Bikes beer and boobs, my three hobbies. Into everything outdoors and have a phobia of being indoors while there is daylight.. life's to short to watch it drift bye..loyalty is my only pre. Requisite in a partner or friend... Once it's gone, so am I.. looking for a best mate before a partner.. larikans, daredevils,misfits, hard arses encouraged to contact... No serious career first types please.. life's a blast if you let it...",from 25 to 42,more than 2 living elsewhere,Straight,Atheist,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
male,46 y.o.,"Tbilisi, Georgia",single,ehsang,white,-,-,from 19 to 86,1-2 living with me,Straight,Atheist,non-smoker,social drinker,Serious Relationship
male,41 y.o.,"Medellín, Antioquia, Colombia",single,carlos35,black,soldador,"me describo en corto resumen soy extrovertido, generoso, real , unico y muy activo de buen sentido del humor chevere muy trabajador sencillo humilde me encanta el deporte caminar ir a cine comer helado preparar una buena cena mejor dicho detodito",from 28 to 45,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,Serious Relationship
female,35 y.o.,"Strumica, Macedonia (FYROM)",single,katerinag,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Marriage
male,53 y.o.,"Lima, Perú",single,Hamann,white,Trabajo independiente en publicidad visual,-,from 27 to 36,1-2 living elsewhere,Straight,Other,light smoker,occasional drinker,"Romance, Serious Relationship"
female,48 y.o.,"Kansas City, MO, USA",divorced,jonecem,white,-,-,from 35 to 45,no children,Straight,Atheist,social smoker,social drinker,"Romance, Serious Relationship"
female,36 y.o.,"Lima, Perú",single,dianac2345678,hispanic,-,-,from 30 to 45,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship"
male,52 y.o.,"Kyiv, Ukraine, 02000",single,ismailo,middle eastern,-,-,from 24 to 45,no children,Straight,Muslim,non-smoker,social drinker,Friendship
female,78 y.o.,"Goldsboro, NC, USA",widowed,godloving2018,white,retire,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship"
male,47 y.o.,"Porlamar, Nueva Esparta, Venezuela",divorced,anselmoj,hispanic,-,-,from 38 to 57,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Friendship
male,37 y.o.,"Mar del Plata, Buenos Aires, Argentina",single,Jjliam,hispanic,Constructor,-,from 22 to 40,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Serious Relationship"
male,51 y.o.,"Alliance, NE 69301, USA",single,gcrevecoeur,black,Mechanic,-,from 25 to 54,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Friendship
male,37 y.o.,"Qormi, Malta",single,claytons,white,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Romance, Serious Relationship"
female,43 y.o.,"Sedalia, MO 65301, USA",single,nicki123,white,teacher.,-,from 19 to 39,no children,Straight,Spiritual,non-smoker,social drinker,Romance
male,53 y.o.,"Madison, MS 39110, USA",divorced,MSgent,white,Retired,-,from 30 to 50,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,69 y.o.,"Silver City, NM 88061, USA",divorced,Hippie54,white,I am Retired.,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship"
male,49 y.o.,"Comas, Perú",single,juane2345678,hispanic,-,-,from 25 to 35,no children,Straight,Christian,light smoker,never,Serious Relationship
male,43 y.o.,"New York, NY, USA",single,Davidelamora,white,-,-,from 19 to 86,want children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,37 y.o.,"Aguascalientes, Ags., México",single,Danielus,white,Farmacéutico,-,from 19 to 35,no children,Straight,Other,non-smoker,never,Serious Relationship
female,55 y.o.,"Toluca de Lerdo, Méx., México",divorced,gabym2,hispanic,-,-,from 36 to 52,1-2 living with me,Straight,Buddhist,non-smoker,never,Romance
male,64 y.o.,"Vicksburg, MS, USA",divorced,Lawnchair007,white,Physicist,-,from 25 to 45,more than 2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship"
female,51 y.o.,"Las Palmas de Gran Canaria, Las Palmas, Spain",divorced,Kyom,white,ingeniera,-,from 40 to 56,want children,Straight,Spiritual,non-smoker,never,Serious Relationship
male,34 y.o.,"Charlotte, NC, USA",single,clionw,black,-,-,from 26 to 32,1-2 living with me,Straight,Christian,non-smoker,never,Marriage
male,31 y.o.,"Denver, CO, USA",single,Joseluis12,hispanic,-,-,from 21 to 60,no children,Straight,Christian,social smoker,social drinker,Fun
male,32 y.o.,"Cochabamba, Bolivia",single,Nelo01,hispanic,Pescador,-,from 23 to 35,want children,Straight,Other,non-smoker,never,"Romance, Serious Relationship"
female,48 y.o.,"Toronto, ON, Canada",single,aliciam2,hispanic,-,-,from 19 to 86,no children,Straight,Atheist,light smoker,never,Friendship
male,36 y.o.,"Boston, MA, USA",single,Carcau87,hispanic,Business,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
female,49 y.o.,"Lima, Peru",divorced,Juli43,native american,-,-,from 38 to 54,1-2 living with me,Straight,Other,non-smoker,social drinker,Friendship
male,54 y.o.,"Guayaquil, Ecuador",single,betino01,mixed,-,-,from 25 to 40,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,59 y.o.,"Bucharest, Romania",divorced,Pantaleone533,white,telecom network technician,-,from 42 to 57,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,57 y.o.,"Bogotá, Bogota, Colombia",widowed,alejolancero,white,Teacher,I´m an honest man tender details romantic clever hard worker happy loyal independent love outsite sports walking dancing see movies read love the good table and the good wines love music,from 35 to 55,1-2 living with me,Straight,Other,social smoker,social drinker,"Serious Relationship, Marriage"
female,48 y.o.,"El Paso, TX, USA",divorced,Miaisabella,hispanic,-,-,from 25 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship"
female,35 y.o.,"Saginaw, MI, USA",single,Penzi1kn,white,Accounting Manager,-,from 27 to 34,want children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,32 y.o.,"Orlando, Florida, EE. UU.",single,Angiepaz,hispanic,Estudiante,-,from 19 to 42,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,46 y.o.,"Tizi Ouzou Province, Algeria",single,Faridson,white,Driller,-,from 25 to 46,no children,Straight,Muslim,social smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,40 y.o.,"Kenosha, WI, USA",single,Fun123,white,-,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance"
male,50 y.o.,"New York, NY, USA",divorced,Elio1t1,white,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,40 y.o.,"Guatemala City, Guatemala",separated,everh,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,Friendship
male,55 y.o.,"Zaragoza, España",single,Looking2018,white,-,"Soy un hombre cariñoso, alegre y siempre de buen humor. Me gusta viajar, pasear, la naturaleza, el cine y el teatro. Pregunta todo lo que quieras saber sobre mí. 
I'm a caressing, joyful and always in good humor man. I like to travel, go out, nature, cinema and theater. Please ask all you want to know about me.",from 19 to 38,no children,Straight,Spiritual,non-smoker,social drinker,"Romance, Serious Relationship"
female,26 y.o.,"Florencia, Caquetá, Colombia",single,angyv,hispanic,-,-,from 19 to 86,don't want children,Straight,Spiritual,non-smoker,never,Friendship
male,73 y.o.,"Portsmouth, UK",separated,Eddy52,white,Carpenter,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance"
male,73 y.o.,"Dublin, Ireland",divorced,jmn,white,Driver,-,from 19 to 86,more than 2 living with me,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance"
female,44 y.o.,"20550 Aretxabaleta, Gipuzkoa, Spain",single,Arianaaa_10,mixed,Limpiadora,-,from 35 to 57,more than 2 living with me,Straight,Other,non-smoker,never,"Romance, Serious Relationship"
female,37 y.o.,"La Ceiba, Honduras",single,espinozan,hispanic,-,-,from 31 to 45,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Romance, Marriage"
male,42 y.o.,"Bogotá, Colombia",divorced,oscarc234,hispanic,-,-,from 24 to 32,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,Romance
female,47 y.o.,"Caracas, Distrito Capital, Venezuela",divorced,Carly77,hispanic,Administradora,-,from 40 to 49,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship
male,44 y.o.,"Ambato, Ecuador",single,raulpavlov,white,-,-,from 19 to 25,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage"
male,48 y.o.,"Villa Celina, Buenos Aires, Argentina",single,cesaliz,hispanic,arquitecto,-,from 19 to 37,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship
male,42 y.o.,"Cochabamba, Bolivia",single,Frack,hispanic,Poker on line,-,from 19 to 40,no children,Straight,Atheist,social smoker,social drinker,"Romance, Serious Relationship, Marriage"
female,47 y.o.,"El Paso, TX, USA",divorced,Loveevol76,hispanic,-,-,from 19 to 45,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,57 y.o.,"Ciudad de México, CDMX, México",married,josea47,hispanic,-,-,from 19 to 86,1-2 living with me,Straight,Spiritual,non-smoker,never,Friendship
male,51 y.o.,"Chicago, IL, USA",divorced,Juancarlos25,hispanic,Politologo,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,45 y.o.,"Santo Domingo, Dominican Republic",single,edwinp23,hispanic,-,-,from 19 to 86,no children,Bisexual,Other,social smoker,social drinker,Friendship
male,30 y.o.,"Ciudad Apodaca, Nuevo Leon, Mexico",single,adrianr23,hispanic,-,-,from 20 to 27,no children,Straight,Other,social smoker,social drinker,"Romance, Serious Relationship, Marriage"
male,43 y.o.,"La Plata, Buenos Aires, Argentina",single,Fermagia,hispanic,-,-,from 22 to 55,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,68 y.o.,"Bee Branch, AR 72013, USA",divorced,jessd,white,-,-,from 35 to 67,no children,Straight,Other,non-smoker,never,Serious Relationship
male,47 y.o.,"Chimbote, Peru",divorced,marcoa11,hispanic,-,-,from 19 to 32,1-2 living with me,Straight,Other,light smoker,occasional drinker,Romance
female,34 y.o.,"Paris, France",separated,Aliciamila,mixed,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,"Friendship, Serious Relationship"
male,38 y.o.,"Caracas, Distrito Capital, Venezuela",single,adriang20,hispanic,-,-,from 30 to 40,no children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
female,50 y.o.,"Panama City, Panama",separated,Rossi03,hispanic,Educadora,-,from 38 to 45,more than 2 living with me,Straight,Christian,non-smoker,never,Marriage
male,52 y.o.,"Miami, FL, USA",single,Lord1972,white,Teacher,-,from 19 to 86,1-2 living elsewhere,Straight,Atheist,non-smoker,social drinker,"Fun, Romance, Serious Relationship"
male,49 y.o.,"Bogotá, Colombia",separated,miltonl,hispanic,-,-,from 19 to 40,1-2 living elsewhere,Bisexual,Spiritual,non-smoker,occasional drinker,Romance
male,36 y.o.,"Lima, Peru",single,Noelito30,mixed,Reponedor,Tranquilo y me gusta las cosas claras sin rodeos,from 20 to 35,no children,Straight,Other,non-smoker,occasional drinker,Marriage
male,67 y.o.,"Ramla, Israel",divorced,pablor23,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Jewish,non-smoker,never,"Romance, Serious Relationship"
male,71 y.o.,"Russellville, AR, USA",divorced,Gerald1,white,Retired,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Romance, Serious Relationship"
male,60 y.o.,"Valencia, Carabobo, Venezuela",in relationship,jaimes234,white,-,-,from 35 to 50,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Romance, Serious Relationship"
male,48 y.o.,"64000 Pau, France",single,pedrito42,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Other,light smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
male,42 y.o.,"Caracas 2766, Buenos Aires, Argentina",single,nazarenolobo,hispanic,-,QUIERO CONOCER PERSONAS AMABLES DIVERTIDAS Y DULCES,from 19 to 35,no children,Straight,Spiritual,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage"
male,53 y.o.,"Cartagena, Bolívar, Colombia",separated,CJ,hispanic,administrador de empresas,-,from 19 to 45,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
female,36 y.o.,"Odesa, Odessa Oblast, Ukraine, 65000",separated,AlenaGracciotova,white,Lawyer,-,from 35 to 50,1-2 living with me,Straight,Christian,non-smoker,social drinker,Friendship
male,33 y.o.,"Barranquilla, Atlántico, Colombia",married,MEJIA,mixed,Asistente Administrativo,-,from 19 to 86,1-2 living with me,Straight,Other,social smoker,social drinker,"Fun, Friendship"
male,45 y.o.,"Lima, Perú",single,Ron1006,hispanic,Independiente,"Creo que siempre se debe decir la verdad para bien o para mal, que seras medido con la vara que midas y que el que arriesga no gana, que en el amor todo debe mutuo, placentero sobre todo con mucha mente abierta , y no creo que las personas valgan por lo que hacen o por lo que tengan.",from 26 to 40,no children,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship"
female,28 y.o.,"Guayaquil, Ecuador",single,renmorsk,hispanic,Auxiliar de Enfermeria,"Tengo 22 años y soy una joven entusiasta, divertida y responsable.",from 22 to 28,no children,Straight,Christian,non-smoker,never,Serious Relationship
male,39 y.o.,"San Salvador, El Salvador",single,Esfa1984,hispanic,-,-,from 19 to 50,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage"
male,32 y.o.,"La Plata, Buenos Aires, Argentina",single,juanc44,native american,-,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage"
female,43 y.o.,"Geneva, Switzerland",single,Lohana,black,-,-,from 35 to 65,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship
male,32 y.o.,"Middletown, OH, USA",single,Ega,hispanic,-,-,from 20 to 30,want children,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship"
female,54 y.o.,"New York, NY, USA",divorced,karinag23,white,-,-,from 40 to 55,don't want children,Straight,Spiritual,non-smoker,social drinker,Marriage
male,36 y.o.,"Lima, Perú",single,oscarm2345678,white,-,-,from 19 to 45,no children,Straight,Spiritual,non-smoker,never,Serious Relationship
female,48 y.o.,"Hermosillo, Son., México",divorced,ALYNE,hispanic,-,-,from 43 to 47,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship
male,42 y.o.,"El Paso, Texas, EE. UU.",single,Ramonjuarez21,hispanic,Arquitecto,-,from 19 to 37,1-2 living elsewhere,Straight,Christian,chain smoker,social drinker,"Fun, Friendship, Romance"
male,38 y.o.,"Poznań, Poland",single,Jakub,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance"
female,60 y.o.,"Novi, MI, USA",widowed,mariaj23456,black,-,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship"
