age,location,ethnicity,occupation,status,description,scam,age_group,country
50,"Vienna, Austria",white,consultant,widowed,"I am honest, dependable, loving, gentleman, affectionate and have good friendship.I like fishing, camping, reading, going to the movies,hanging around with friends,cracking jokes,listening to music,dancing, and also spending time with someone interesting, I would love someone who is fun to be around, likes to laugh, joke around, enjoy being outdoors going for long romantic walks, enjoys looking at the stars at night, and watching the sun set and rise over the ocean.I am a person who looks beyond what may be the obvious. Character is worth more than flashiness. I am a person who appreciates honesty and a great sense of humor. I love to laugh and to enjoy the simple things life has got to offer to me , whether bad or good , i work in hand with my partner , in good hand and understanding",1,51-60,Austria
48,"Houston, Texas, United States",asian,contractor,single,"I’m a loving,caring and humble man that need a serious relationship that ll lead to marriage.",1,41-50,United States
51,"New York, United States",white,engineering,widowed,I am someone who has an unwavering resolve. I am determined to do well in my job and am determined to have a successful career as well as make the company I work for more competitive.,1,51-60,United States
63,"Savannah, GA, USA",white,retired,married,"Love outdoor, animals and playing golf",0,61-70,USA
51,"Piscataway, New Jersey, or New York, United States",other,engineering,divorced,"I’m ready to explore the next chapter in my life and hopefully find someone to finish each other’s book.. . My ultimate goal is to find the perfect for me” someone to share what lies ahead. I’m considered by others to be smart, ambitious, generous, charitable, modestly confident, charming, polished, and very funny. My close friends would say, if I were a brand, I would represent honesty, integrity, and commitment. If I were asked what I perceived to be my strengths, they would include, being a great communicator two ears, one mouth, a great planner, yet spontaneous. I am both a hard and smart worker, I have accomplished every childhood goal . I have a deep appreciation of “being in love. yet I am modern in my beliefs of individualism, shared roles and equality in a relationship.",1,51-60,United States
50,"Granada, España",white,other,divorced,I am a calm person. I like to travel and see places. I like La Paz. I want to meet an American man because I love the United States. That he is more or less like my same tastes. I am from the sign of Aries. Get in contact with me. Thank you,0,51-60,España
33,"New York, United States",native american,carer,single,"am single and searching. my personality type tends toward being outgoing. People would most often describe me energetic, loving,caring, extremely emotional, bubbly, understanding, very supportive, very caring and warm, very passionate and loving…. i would also love to meet someone who is more like me",1,31-40,United States
44,"Guacara, Carabobo, Venezuela",white,repair,single,"I am a calm, responsible and hard-working person.",0,41-50,Venezuela
36,"Houston, Texas, United States",white,other,single,I am very intelligent and smart woman! I like keeping myself in good shape and look amazing anytime. I am very creative person and I like to pay attention to my self-development and make my inner world rich and interesting for people to communicate with me. I am very easy-going person. I am very positive person and you will have a chance to see it.,1,31-40,United States
55,"Walnut creek, California, United States",white,self-employed,widowed,"I believe in Honesty, Communication and Definitely, Honestly but Tactfully & respectfully, expressing what I feel. A girl may feel intimidated. My woman would know & allow that I’m expressing myself, awaiting Her opinion on what WE should do, so that WE can reach a conclusion together and more than 50 of the time 9/10s I compromise, because I’m that much into wanting to make MY Relationship work from My Friend to my Lover/Companion/Wife.",1,51-60,United States
37,"Guatemala City, Guatemala",white,teacher,single,"I am a kind person, good, someone you can trust.",0,31-40,Guatemala
56,"Panama City, Panama",hispanic,sales,single,"Bold, capable, romantic I believe in love I would like to find mine....",0,51-60,Panama
31,"Durban, South Africa",white,manager,single,Love being around people and going out,0,31-40,South Africa
35,"Limburg, Netherlands",white,engineering,single,am a good looking girl seeking for some sone that will bring a meaning to my life am a good looking girl seeking for some sone that will bring a meaning to my life,1,31-40,Netherlands
58,"Brasilia, Brazil",white,military,divorced,"Am not looking for a perfect woman for me, if i should be doing that then am probably wasting my time, all i want is a good heart!",1,51-60,Brazil
50,"Istanbul, Turkey",mixed,military,single,"I will not describe myself cause it seems to me that the really interesting man will be noticed by the deeds and modesty and slight enigma, won’t he but in a few words I can tell you that I am a person with a strong will, serious, reasonable, and reliable but at the same time I am kindhearted, attentive and friendly",1,51-60,Turkey
31,"Esmeraldas, Ecuador",mixed,engineering,single,"Hello, I am here to meet people from other countries and exchange experiences and culture.",0,31-40,Ecuador
41,"Tampa, FL, USA",white,other,single,I'm truly looking for the love of my life. Please no games.,0,41-50,USA
23,"New York city, United States",white,sales,single,"I like to meet an handsome and caring guy.
I am laid back, respectful, understanding, a great listener and not out for just myself. I like to give more than I like to receive but I don’t expect more than honesty and faithfulness. I think communication, trust, and honesty are a must in any relationship, whether it be friends or more. I enjoy going out to dinner/movie as well as staying indoors with that special someone. I enjoy a walk in the park, a nice picnic, watching the sunset, etc. I enjoy the small things in life. I have a good sense of humor, very attentive, and love to laugh and have fun.
I look at internet dating as a way to introduce ourselves. I think getting to know someone should be done face-to-face. For me there’s less pressure to meet someone I haven’t built up in my head over several emails.",1,21-30,United States
